horseName,raceDate,raceNum,horseAgeInDays,jockey,trainer,weight,raceDist,postPosition,track,surface,trackCondition,raceType,purse,finishPosition,adamSpeedInMPH,dataType,adamSpeedInMPHLag1,jockeyLag1,oddsLag1,weightLag1,raceDistLag1,surfaceLag1,purseLag1,raceTypeLag1,trackConditionLag1,finishPositionLag1
AMERICAN GREATNESS,2017-02-25T00:00:00Z,NA,1078,TORRES F C,GLYSHAW TIM,120,1320,3,FG,D,FT,S,41000,9,37.30827691032196,train,37.94799718903724,TORRES F C,300,120,1320,D,22000,M,FT,300
AMERICAN GURU,2018-04-18T00:00:00Z,NA,1495,ORTIZ IRAD JR,JERKENS JAMES A,124,1320,3,AQU,t,TF,A,75000,1,39.375820329590205,train,0,Other,300,0,3000,Other,0,Other,Other,300
AMERICAN GURU,2018-03-15T00:00:00Z,NA,1461,SAEZ LUIS,JERKENS JAMES A,124,1100,2,GP,T,FM,S,55000,1,39.85828166519043,train,39.375820329590205,ORTIZ IRAD JR,300,124,1320,t,75000,A,TF,300
AMERICAN SAILOR,2018-04-15T00:00:00Z,NA,2191,TOLEDO JEVIAN,POTTS WAYNE,120,1210,1,LRL,T,FM,A,50000,6,39.94512588766947,train,0,Other,300,0,3000,Other,0,Other,Other,300
AMERICAN SAILOR,2018-03-10T00:00:00Z,NA,2155,JUAREZ NIK,POTTS WAYNE,117,1100,1,GP,T,FM,N,75000,5,39.376968848442424,train,39.94512588766947,TOLEDO JEVIAN,300,120,1210,T,50000,A,FM,300
AMERICAN SAILOR,2018-01-28T00:00:00Z,NA,2114,Other,POTTS WAYNE,117,1100,11,HOU,T,TF,N,75000,2,38.4483937115516,train,39.376968848442424,JUAREZ NIK,300,117,1100,T,75000,N,FM,300
AMERICAN SAILOR,2017-12-30T00:00:00Z,NA,2085,GONZALEZ EDWIN,POTTS WAYNE,118,1100,4,TAM,T,FM,N,100000,4,40.05696991276482,train,38.4483937115516,Other,300,117,1100,T,75000,N,TF,300
AMERICAN SAILOR,2017-12-02T00:00:00Z,NA,2057,Other,Other,120,1100,5,TAM,T,FM,AO,26500,3,39.71055418284504,train,40.05696991276482,GONZALEZ EDWIN,300,118,1100,T,100000,N,FM,300
AMERICAN SAILOR,2017-11-06T00:00:00Z,NA,2031,TOLEDO JEVIAN,POTTS WAYNE,122,1210,6,LRL,D,MY,AO,45000,1,38.39590443686007,train,39.71055418284504,Other,300,120,1100,T,26500,AO,FM,300
AMERICAN SAILOR,2017-09-30T00:00:00Z,NA,1994,Other,POTTS WAYNE,124,1100,2,SUF,D,SY,AO,40000,2,37.87878787878788,train,38.39590443686007,TOLEDO JEVIAN,300,122,1210,D,45000,AO,MY,300
AMERICAN SAILOR,2017-09-03T00:00:00Z,NA,1967,LUZZI M J,SHARP JOE,121,1100,4,SUF,D,MY,AO,42500,1,38.2457929627741,train,37.87878787878788,Other,300,124,1100,D,40000,AO,SY,300
AMERICAN SAILOR,2017-08-05T00:00:00Z,NA,1938,KARAMANOS H A,SHARP JOE,119,990,2,MNR,D,FT,N,75000,2,39.31275480489226,train,38.2457929627741,LUZZI M J,300,121,1100,D,42500,AO,MY,300
AMERICAN SAILOR,2017-07-08T00:00:00Z,NA,1910,Other,SHARP JOE,116,1100,3,SUF,T,FM,AO,45000,2,38.23929299796057,train,39.31275480489226,KARAMANOS H A,300,119,990,D,75000,N,FT,300
AMUNDSON,2023-06-09T00:00:00Z,NA,2611,ORTIZ IRAD JR,ATRAS ROB,123,1320,6,BEL,D,FT,AO,100000,8,37.905376947915194,train,0,Other,300,0,3000,Other,0,Other,Other,300
AMUNDSON,2023-04-30T00:00:00Z,NA,2571,ORTIZ IRAD JR,ATRAS ROB,124,1320,2,AQU,D,SY,N,100000,3,38.390445044788855,train,37.905376947915194,ORTIZ IRAD JR,300,123,1320,D,100000,AO,FT,300
AMUNDSON,2023-03-05T00:00:00Z,NA,2515,LEZCANO JOSE,RICE ADAM,120,1320,4,AQU,D,FT,AO,84000,1,37.98536859876195,train,38.390445044788855,ORTIZ IRAD JR,300,124,1320,D,100000,N,SY,300
AMUNDSON,2023-01-22T00:00:00Z,NA,2473,CARMOUCHE K,RICE LINDA,123,1320,5,AQU,D,FT,AO,88000,4,37.5,train,37.98536859876195,LEZCANO JOSE,300,120,1320,D,84000,AO,FT,300
AMUNDSON,2023-01-01T00:00:00Z,NA,2452,DAVIS DYLAN,RICE LINDA,123,1540,1,AQU,D,MY,AO,88000,3,37.23404255319149,train,37.5,CARMOUCHE K,300,123,1320,D,88000,AO,FT,300
AMUNDSON,2022-12-09T00:00:00Z,NA,2429,CARMOUCHE K,RICE LINDA,124,1540,5,AQU,D,FT,AO,100000,2,36.94148000469098,train,37.23404255319149,DAVIS DYLAN,300,123,1540,D,88000,AO,MY,300
AMUNDSON,2022-11-12T00:00:00Z,NA,2402,CARMOUCHE K,RICE LINDA,122,1320,3,AQU,D,GD,AO,95000,1,38.499928703835735,train,36.94148000469098,CARMOUCHE K,300,124,1540,D,100000,AO,FT,300
AMUNDSON,2022-10-21T00:00:00Z,NA,2380,FRANCO MANUEL,ATRAS ROB,123,1430,3,BAQ,D,FT,C,70000,1,37.77605579232855,train,38.499928703835735,CARMOUCHE K,300,122,1320,D,95000,AO,GD,300
AMUNDSON,2022-09-03T00:00:00Z,NA,2332,ORTIZ JOSE L,DIODORO ROBERTINO,125,1320,2,SAR,D,FT,AO,120000,6,38.582452129179764,train,37.77605579232855,FRANCO MANUEL,300,123,1430,D,70000,C,FT,300
AMUNDSON,2022-07-30T00:00:00Z,NA,2297,FRANCO MANUEL,DE PAZ HORACIO,124,1320,4,SAR,D,FT,AO,100000,1,38.15715093273035,train,38.582452129179764,ORTIZ JOSE L,300,125,1320,D,120000,AO,FT,300
ANATOLIAN,2023-07-26T00:00:00Z,NA,1653,FRANCO MANUEL,MAKER MICHAEL J,123,2420,10,SAR,t,FM,A,149500,2,36.157779401022644,train,0,Other,300,0,3000,Other,0,Other,Other,300
ANATOLIAN,2023-07-04T00:00:00Z,NA,1631,ORTIZ IRAD JR,MAKER MICHAEL J,124,2200,9,BEL,t,YL,A,95000,5,36.2698476666398,train,36.157779401022644,FRANCO MANUEL,300,123,2420,t,149500,A,FM,300
ANATOLIAN,2023-06-01T00:00:00Z,NA,1598,ORTIZ IRAD JR,MAKER MICHAEL J,124,2420,1,BEL,t,FM,A,95000,2,35.83061889250815,train,36.2698476666398,ORTIZ IRAD JR,300,124,2200,t,95000,A,YL,300
ANATOLIAN,2023-04-21T00:00:00Z,NA,1557,GOMEZ JOSE ANTONIO,MAKER MICHAEL J,120,1980,4,AQU,D,FT,AO,82000,4,34.86870426173052,train,35.83061889250815,ORTIZ IRAD JR,300,124,2420,t,95000,A,FM,300
ANATOLIAN,2022-07-08T00:00:00Z,NA,1270,CAMACHO SAMUEL JR,MAKER MICHAEL J,118,1870,5,GP,D,FT,AO,51000,5,36.33168693009119,train,34.86870426173052,GOMEZ JOSE ANTONIO,300,120,1980,D,82000,AO,FT,300
ANATOLIAN,2022-06-18T00:00:00Z,NA,1250,CAMACHO SAMUEL JR,MAKER MICHAEL J,118,1830,1,GP,D,FT,CO,31000,1,36.391034592473446,train,36.33168693009119,CAMACHO SAMUEL JR,300,118,1870,D,51000,AO,FT,300
ANATOLIAN,2022-05-08T00:00:00Z,NA,1209,CAMACHO SAMUEL JR,MAKER MICHAEL J,118,1650,4,GP,T,FM,M,21000,1,36.73669315336889,train,36.391034592473446,CAMACHO SAMUEL JR,300,118,1830,D,31000,CO,FT,300
ANATOLIAN,2022-03-27T00:00:00Z,NA,1167,VASQUEZ MIGUEL ANGEL,MAKER MICHAEL J,120,1870,4,GP,T,FM,S,60000,9,36.71882499760007,train,36.73669315336889,CAMACHO SAMUEL JR,300,118,1650,T,21000,M,FM,300
ANATOLIAN,2022-02-27T00:00:00Z,NA,1139,ALVARADO JUNIOR,SANCAL MURAT,120,1100,6,GP,D,FT,M,35000,4,37.91708796764408,train,36.71882499760007,VASQUEZ MIGUEL ANGEL,300,120,1870,T,60000,S,FM,300
ANCHISES,2023-07-21T00:00:00Z,NA,886,ALVARADO JUNIOR,MOTT WILLIAM I,119,1210,5,SAR,D,GD,S,136500,3,37.832467135432594,train,0,Other,300,0,3000,Other,0,Other,Other,300
ANCIENT BROWN,2020-06-05T00:00:00Z,NA,1178,LEZCANO JOSE,DONK DAVID,120,1320,6,BEL,t,FM,A,56000,3,38.93294881038212,train,0,Other,300,0,3000,Other,0,Other,Other,300
ANCIENT BROWN,2020-04-02T00:00:00Z,NA,1114,ELLIOTT S,Other,120,1320,6,OP,D,FT,C,38000,5,36.7047308319739,train,38.93294881038212,LEZCANO JOSE,300,120,1320,t,56000,A,FM,300
ANCIENT BROWN,2020-01-20T00:00:00Z,NA,1041,CANCEL ERIC,DONK DAVID,120,1760,5,AQU,D,GD,AO,64000,4,35.13909224011713,train,36.7047308319739,ELLIOTT S,300,120,1320,D,38000,C,FT,300
ANCIENT BROWN,2019-12-21T00:00:00Z,NA,1011,CANCEL ERIC,DONK DAVID,121,1430,5,AQU,D,FT,S,60000,1,36.77395021372894,train,35.13909224011713,CANCEL ERIC,300,120,1760,D,64000,AO,GD,300
ANGEL AT WAR,2018-04-21T00:00:00Z,NA,1526,BRAVO J,GORHAM MICHAEL E,118,1540,8,CT,D,FT,N,100000,2,36.636427076064194,train,0,Other,300,0,3000,Other,0,Other,Other,300
ANGEL AT WAR,2018-03-31T00:00:00Z,NA,1505,CARMOUCHE K,GORHAM MICHAEL E,124,1320,5,AQU,D,FT,N,70000,2,38.31417624521073,train,36.636427076064194,BRAVO J,300,118,1540,D,100000,N,FT,300
ANGEL AT WAR,2018-02-04T00:00:00Z,NA,1450,RUSSELL SHELDON,GORHAM MICHAEL E,122,1320,2,LRL,D,MY,AO,47000,4,36.93065244152647,train,38.31417624521073,CARMOUCHE K,300,124,1320,D,70000,N,FT,300
ANGEL AT WAR,2018-01-20T00:00:00Z,NA,1435,RUSSELL SHELDON,GORHAM MICHAEL E,118,1320,2,LRL,D,FT,N,100000,4,38.31961396537043,train,36.93065244152647,RUSSELL SHELDON,300,122,1320,D,47000,AO,MY,300
ANGEL AT WAR,2017-12-11T00:00:00Z,NA,1395,RUSSELL SHELDON,GORHAM MICHAEL E,123,1320,4,LRL,D,FT,AO,45000,1,37.98002532001688,train,38.31961396537043,RUSSELL SHELDON,300,118,1320,D,100000,N,FT,300
ANGEL AT WAR,2017-11-12T00:00:00Z,NA,1366,CENTENO D E,GORHAM MICHAEL E,122,1320,4,LRL,D,FT,A,42000,1,37.88941902890822,train,37.98002532001688,RUSSELL SHELDON,300,123,1320,D,45000,AO,FT,300
ANGEL AT WAR,2017-10-21T00:00:00Z,NA,1344,Other,GORHAM MICHAEL E,117,1320,5,DEL,D,FT,CO,25000,1,37.95333145909474,train,37.88941902890822,CENTENO D E,300,122,1320,D,42000,A,FT,300
ANGEL AT WAR,2017-09-07T00:00:00Z,NA,1300,CENTENO D E,GORHAM MICHAEL E,117,1320,7,DEL,D,FT,R,28000,1,38.13020759779692,train,37.95333145909474,Other,300,117,1320,D,25000,CO,FT,300
ANGEL AT WAR,2017-08-21T00:00:00Z,NA,1283,CENTENO D E,Other,120,1320,1,DEL,D,FT,C,24000,1,38.46153846153846,train,38.13020759779692,CENTENO D E,300,117,1320,D,28000,R,FT,300
ANGEL AT WAR,2017-07-27T00:00:00Z,NA,1258,CENTENO D E,Other,120,1210,5,DEL,D,FT,M,18000,1,37.94848206071757,train,38.46153846153846,CENTENO D E,300,120,1320,D,24000,C,FT,300
ANIMAL KINGSTON,2023-08-30T00:00:00Z,1,3059,GARNER THOMAS,MORRIS NEIL R,156,4180,4,SAR,T,YL,A,70000,NA,999,test,0,Other,300,0,3000,Other,0,Other,Other,300
ANIMAL KINGSTON,2022-06-20T00:00:00Z,NA,2623,Other,MORRIS NEIL R,120,1760,9,MNR,T,FM,AO,18800,5,37.20930232558139,train,999,GARNER THOMAS,300,156,4180,T,70000,A,YL,300
ANNA'S BANDIT,2018-04-21T00:00:00Z,NA,1557,PEREZ XAVIER,ROBB JOHN J,124,1430,3,CT,D,FT,N,35000,1,36.51685393258427,train,0,Other,300,0,3000,Other,0,Other,Other,300
ANNA'S BANDIT,2018-03-17T00:00:00Z,NA,1522,PEREZ XAVIER,ROBB JOHN J,118,1540,4,LRL,D,FT,N,75000,1,37.15937241948803,train,36.51685393258427,PEREZ XAVIER,300,124,1430,D,35000,N,FT,300
ANNA'S BANDIT,2018-01-26T00:00:00Z,NA,1472,PEREZ XAVIER,ROBB JOHN J,124,1320,4,LRL,D,FT,AO,45000,1,38.103302286198144,train,37.15937241948803,PEREZ XAVIER,300,118,1540,D,75000,N,FT,300
ANNA'S BANDIT,2017-12-26T00:00:00Z,NA,1441,PEREZ XAVIER,ROBB JOHN J,121,1210,5,LRL,D,FT,A,42000,1,37.688442211055275,train,38.103302286198144,PEREZ XAVIER,300,124,1320,D,45000,AO,FT,300
ANNA'S BANDIT,2017-12-02T00:00:00Z,NA,1417,PEREZ XAVIER,ROBB JOHN J,123,1320,2,LRL,D,FT,A,42000,4,37.58875121815397,train,37.688442211055275,PEREZ XAVIER,300,121,1210,D,42000,A,FT,300
ANNA'S BANDIT,2017-11-11T00:00:00Z,NA,1396,PEREZ XAVIER,ROBB JOHN J,122,1210,6,LRL,D,FT,A,42000,2,37.890385793018986,train,37.58875121815397,PEREZ XAVIER,300,123,1320,D,42000,A,FT,300
ANNA'S BANDIT,2017-10-20T00:00:00Z,NA,1374,DAVIS KATIE,ROBB JOHN J,117,1320,2,LRL,D,FT,A,35000,1,37.86816269284712,train,37.890385793018986,PEREZ XAVIER,300,122,1210,D,42000,A,FT,300
ANNA'S BANDIT,2017-09-22T00:00:00Z,NA,1346,DAVIS KATIE,ROBB JOHN J,116,1320,6,LRL,D,FT,A,35000,4,38.03888419273034,train,37.86816269284712,DAVIS KATIE,300,117,1320,D,35000,A,FT,300
ANNA'S BANDIT,2016-07-02T00:00:00Z,NA,899,Other,ROBB JOHN J,120,1320,2,CD,D,FT,N,100000,2,37.77280358142137,train,38.03888419273034,DAVIS KATIE,300,116,1320,D,35000,A,FT,300
ANNA'S BANDIT,2016-06-09T00:00:00Z,NA,876,Other,ROBB JOHN J,120,1210,1,BEL,D,FT,N,200000,3,38.581449727201864,train,37.77280358142137,Other,300,120,1320,D,100000,N,FT,300
ANTARES,2023-08-30T00:00:00Z,5,1263,DAVIS DYLAN,MOREY WILLIAM E,120,1760,3,SAR,t,YL,AO,149500,NA,999,test,0,Other,300,0,3000,Other,0,Other,Other,300
ANTARES,2023-07-22T00:00:00Z,NA,1224,DAVIS DYLAN,MOREY WILLIAM E,120,1870,1,SAR,t,TF,AO,149500,5,36.95295140566128,train,999,DAVIS DYLAN,300,120,1760,t,149500,AO,YL,300
ANTARES,2023-06-06T00:00:00Z,NA,1178,GALLARDO ANTONIO A,MOREY WILLIAM E,118,1320,5,PID,D,FT,S,30000,1,38.7875305272231,train,36.95295140566128,DAVIS DYLAN,300,120,1870,t,149500,AO,TF,300
ANTARES,2022-09-01T00:00:00Z,NA,900,ORTIZ JOSE L,WARD WESLEY A,119,1210,9,SAR,T,TF,S,105000,8,36.7319679430098,train,38.7875305272231,GALLARDO ANTONIO A,300,118,1320,D,30000,S,FT,300
ANTENNA,2023-07-29T00:00:00Z,NA,894,RENDON JAIRO,PLETCHER TODD A,117,1210,2,MTH,D,FT,S,57500,2,36.92376547814411,train,0,Other,300,0,3000,Other,0,Other,Other,300
ANTHRACITE,2023-07-21T00:00:00Z,NA,1558,VARGAS JORGE A JR,ORSENO JOSEPH F,120,1870,7,MTH,T,FM,R,35300,9,36.58536585365854,train,0,Other,300,0,3000,Other,0,Other,Other,300
ANTHRACITE,2023-06-23T00:00:00Z,NA,1530,CAMACHO SAMY,ORSENO JOSEPH F,121,1760,4,MTH,D,FT,C,36600,1,36.257427736932215,train,36.58536585365854,VARGAS JORGE A JR,300,120,1870,T,35300,R,FM,300
ANTHRACITE,2023-05-27T00:00:00Z,NA,1503,MENESES MARCOS,ORSENO JOSEPH F,120,1760,3,GP,D,FT,AO,51000,4,37.12871287128713,train,36.257427736932215,CAMACHO SAMY,300,121,1760,D,36600,C,FT,300
ANTHRACITE,2023-04-29T00:00:00Z,NA,1475,MENESES MARCOS,ORSENO JOSEPH F,119,1800,4,TAM,D,FT,A,28000,2,37.06652755278549,train,37.12871287128713,MENESES MARCOS,300,120,1760,D,51000,AO,FT,300
ANTHRACITE,2023-03-19T00:00:00Z,NA,1434,Other,ORSENO JOSEPH F,122,1760,5,TAM,T,FM,M,17000,1,37.42203742203742,train,37.06652755278549,MENESES MARCOS,300,119,1800,D,28000,A,FT,300
ANTHRACITE,2023-03-05T00:00:00Z,NA,1420,MARIN SAMUEL,ORSENO JOSEPH F,122,1870,3,TAM,D,FT,M,19500,4,35.79784744969584,train,37.42203742203742,Other,300,122,1760,T,17000,M,FM,300
ANTHRACITE,2023-02-10T00:00:00Z,NA,1397,LOPEZ PASCACIO,ORSENO JOSEPH F,122,1760,4,GP,T,FM,MO,50000,9,36.983768235052395,train,35.79784744969584,MARIN SAMUEL,300,122,1870,D,19500,M,FT,300
ANTHRACITE,2022-07-24T00:00:00Z,NA,1196,CAMACHO SAMUEL JR,ORSENO JOSEPH F,118,1870,5,GP,D,FT,MO,39000,7,35.56154704351059,train,36.983768235052395,LOPEZ PASCACIO,300,122,1760,T,50000,MO,FM,300
ANTHRACITE,2022-07-01T00:00:00Z,NA,1173,CAMACHO SAMUEL JR,ORSENO JOSEPH F,118,1760,2,GP,D,FT,S,50000,3,36.80605255086392,train,35.56154704351059,CAMACHO SAMUEL JR,300,118,1870,D,39000,MO,FT,300
ANTHRACITE,2022-05-12T00:00:00Z,NA,1123,CAMACHO SAMUEL JR,ORSENO JOSEPH F,118,1870,8,GP,T,FM,S,50000,3,37.353515625,train,36.80605255086392,CAMACHO SAMUEL JR,300,118,1760,D,50000,S,FT,300
ANTOINETTE,2020-05-01T00:00:00Z,NA,1112,VELAZQUEZ J R,MOTT WILLIAM I,122,1870,7,OP,D,FT,N,80000,3,36.83551617873652,train,0,Other,300,0,3000,Other,0,Other,Other,300
ANTOINETTE,2020-03-21T00:00:00Z,NA,1071,ALVARADO JUNIOR,MOTT WILLIAM I,122,1870,1,FG,D,FT,G2,400000,3,36.73292999135696,train,36.83551617873652,VELAZQUEZ J R,300,122,1870,D,80000,N,FT,300
ANTOINETTE,2019-12-05T00:00:00Z,NA,964,BRAVO J,MOTT WILLIAM I,118,1760,3,AQU,D,GD,N,100000,1,36.411449377971074,train,36.73292999135696,ALVARADO JUNIOR,300,122,1870,D,400000,G2,FT,300
ANTOINETTE,2019-10-24T00:00:00Z,NA,922,BRAVO J,MOTT WILLIAM I,119,1870,3,BEL,t,TF,S,75000,1,36.67657493527663,train,36.411449377971074,BRAVO J,300,118,1760,D,100000,N,GD,300
ANTOINETTE,2019-09-14T00:00:00Z,NA,882,BRAVO J,MOTT WILLIAM I,119,1760,9,BEL,T,FM,S,75000,4,37.62935089369708,train,36.67657493527663,BRAVO J,300,119,1870,t,75000,S,TF,300
ANY PORT,2023-04-02T00:00:00Z,NA,1448,SAEZ LUIS,LERMAN ROY S,122,1650,4,GP,T,FM,AO,54000,1,37.12871287128712,train,0,Other,300,0,3000,Other,0,Other,Other,300
ANY PORT,2023-03-03T00:00:00Z,NA,1418,SAEZ LUIS,LERMAN ROY S,122,1760,2,GP,T,FM,AO,54000,2,37.81909864481564,train,37.12871287128712,SAEZ LUIS,300,122,1650,T,54000,AO,FM,300
ANY PORT,2023-01-04T00:00:00Z,NA,1360,DIAZ HECTOR RAFAEL JR,LERMAN ROY S,119,1870,8,TAM,T,FM,R,18600,1,36.96723688025514,train,37.81909864481564,SAEZ LUIS,300,122,1760,T,54000,AO,FM,300
ANY PORT,2022-12-10T00:00:00Z,NA,1335,ROJAS CARLOS EDUARDO,LERMAN ROY S,118,1760,2,TAM,T,FM,C,18600,3,37.3948270489249,train,36.96723688025514,DIAZ HECTOR RAFAEL JR,300,119,1870,T,18600,R,FM,300
ANY PORT,2022-11-04T00:00:00Z,NA,1299,JUAREZ NIK,LERMAN ROY S,120,1870,9,AQU,T,FM,C,39000,7,36.48764666603072,train,37.3948270489249,ROJAS CARLOS EDUARDO,300,118,1760,T,18600,C,FM,300
ANY PORT,2022-09-24T00:00:00Z,NA,1258,ROJAS CARLOS EDUARDO,LERMAN ROY S,118,1760,3,MED,T,TF,C,23825,2,36.025217652356645,train,36.48764666603072,JUAREZ NIK,300,120,1870,T,39000,C,FM,300
ANY PORT,2022-08-12T00:00:00Z,NA,1215,DIAZ HECTOR RAFAEL JR,LERMAN ROY S,118,1870,1,MTH,T,FM,M,20550,1,36.50505821721702,train,36.025217652356645,ROJAS CARLOS EDUARDO,300,118,1760,T,23825,C,TF,300
ANY PORT,2022-07-28T00:00:00Z,NA,1200,ALVARADO JUNIOR,LERMAN ROY S,118,1760,5,SAR,t,TF,M,52000,7,35.86729102321411,train,36.50505821721702,DIAZ HECTOR RAFAEL JR,300,118,1870,T,20550,M,FM,300
ANY PORT,2022-04-15T00:00:00Z,NA,1096,Other,LERMAN ROY S,118,1760,3,TAM,T,FM,M,19000,4,36.34894991922456,train,35.86729102321411,ALVARADO JUNIOR,300,118,1760,t,52000,M,TF,300
ANY PORT,2022-03-11T00:00:00Z,NA,1061,Other,LERMAN ROY S,120,1870,3,TAM,D,FT,M,21000,6,35.18859245630175,train,36.34894991922456,Other,300,118,1760,T,19000,M,FM,300
ANYDAYISHERDAY,2020-06-13T00:00:00Z,NA,1551,CARDENAS LUIS,SIMMONDS MICHAEL A,118,1320,11,BEL,D,FT,A,56000,12,37.108301264431006,train,0,Other,300,0,3000,Other,0,Other,Other,300
ANYDAYISHERDAY,2020-03-14T00:00:00Z,NA,1460,MARAGH ROMERO RAMSAY,SIMMONDS MICHAEL A,118,1320,6,AQU,D,FT,A,64000,7,36.091431626787866,train,37.108301264431006,CARDENAS LUIS,300,118,1320,D,56000,A,FT,300
ANYDAYISHERDAY,2020-02-20T00:00:00Z,NA,1437,MARAGH ROMERO RAMSAY,SIMMONDS MICHAEL A,117,1320,2,AQU,D,FT,S,60000,1,36.2610797743755,train,36.091431626787866,MARAGH ROMERO RAMSAY,300,118,1320,D,64000,A,FT,300
ANYDAYISHERDAY,2019-12-28T00:00:00Z,NA,1383,MARTINEZ JOEY R,SIMMONDS MICHAEL A,122,1320,5,AQU,D,FT,S,60000,7,35.433070866141726,train,36.2610797743755,MARAGH ROMERO RAMSAY,300,117,1320,D,60000,S,FT,300
ANYDAYISHERDAY,2019-12-13T00:00:00Z,NA,1368,Other,SIMMONDS MICHAEL A,116,1760,3,AQU,D,GD,S,60000,4,34.73562331146276,train,35.433070866141726,MARTINEZ JOEY R,300,122,1320,D,60000,S,FT,300
ANYDAYISHERDAY,2019-11-29T00:00:00Z,NA,1354,MARTINEZ JOEY R,SIMMONDS MICHAEL A,122,1430,2,AQU,D,FT,S,62000,5,36.06213783750463,train,34.73562331146276,Other,300,116,1760,D,60000,S,GD,300
ANYDAYISHERDAY,2019-11-01T00:00:00Z,NA,1326,MARTINEZ JOEY R,SIMMONDS MICHAEL A,116,1320,9,AQU,D,FT,S,62000,2,37.92134831460673,train,36.06213783750463,MARTINEZ JOEY R,300,122,1430,D,62000,S,FT,300
ANYDAYISHERDAY,2019-09-25T00:00:00Z,NA,1289,MARTINEZ JOEY R,SIMMONDS MICHAEL A,115,1430,3,BEL,D,FT,S,62000,2,37.351551525986466,train,37.92134831460673,MARTINEZ JOEY R,300,116,1320,D,62000,S,FT,300
ANYDAYISHERDAY,2019-02-23T00:00:00Z,NA,1075,HERNANDEZ BENJAMIN,Other,113,1320,5,AQU,D,FT,S,60000,7,36.73469387755102,train,37.351551525986466,MARTINEZ JOEY R,300,115,1430,D,62000,S,FT,300
ANYDAYISHERDAY,2019-01-11T00:00:00Z,NA,1032,Other,Other,115,1320,5,AQU,D,FT,S,60000,3,35.88039867109635,train,36.73469387755102,HERNANDEZ BENJAMIN,300,113,1320,D,60000,S,FT,300
APPEALING FUTURE,2018-05-12T00:00:00Z,NA,1547,NAVARRO JOSHUA,SERVIS JOHN C,121,1210,2,PRX,D,SY,A,46000,4,37.488639806119366,train,0,Other,300,0,3000,Other,0,Other,Other,300
APPEALING FUTURE,2018-04-07T00:00:00Z,NA,1512,NAVARRO JOSHUA,SERVIS JOHN C,121,1320,1,PRX,D,FT,A,39000,1,36.7047308319739,train,37.488639806119366,NAVARRO JOSHUA,300,121,1210,D,46000,A,SY,300
APPEALING FUTURE,2018-02-24T00:00:00Z,NA,1470,NAVARRO JOSHUA,SERVIS JOHN C,121,1320,2,PRX,D,SY,A,39000,2,37.463577077840995,train,36.7047308319739,NAVARRO JOSHUA,300,121,1320,D,39000,A,FT,300
APPEALING FUTURE,2018-01-15T00:00:00Z,NA,1430,NAVARRO JOSHUA,SERVIS JOHN C,120,1320,7,PRX,D,FT,C,23000,1,37.06754530477759,train,37.463577077840995,NAVARRO JOSHUA,300,121,1320,D,39000,A,SY,300
APPEALING FUTURE,2017-12-12T00:00:00Z,NA,1396,VARGAS JORGE A JR,SERVIS JOHN C,120,1830,3,PRX,D,FT,A,39000,7,34.246860184646096,train,37.06754530477759,NAVARRO JOSHUA,300,120,1320,D,23000,C,FT,300
APPEALING FUTURE,2017-11-20T00:00:00Z,NA,1374,Other,SERVIS JOHN C,119,1320,6,PRX,D,FT,A,39000,3,36.98630136986302,train,34.246860184646096,VARGAS JORGE A JR,300,120,1830,D,39000,A,FT,300
APPEALING FUTURE,2017-11-04T00:00:00Z,NA,1358,SANCHEZ MYCHEL J,SERVIS JOHN C,119,1320,6,PRX,D,FT,C,23000,1,37.21571330117161,train,36.98630136986302,Other,300,119,1320,D,39000,A,FT,300
APPEALING FUTURE,2017-08-31T00:00:00Z,NA,1293,COA KEIBER J,ASHBY LYNN,118,1320,2,DEL,D,FT,C,12000,1,36.65987780040734,train,37.21571330117161,SANCHEZ MYCHEL J,300,119,1320,D,23000,C,FT,300
APPEALING FUTURE,2017-06-09T00:00:00Z,NA,1210,Other,SERVIS JOHN C,130,1870,5,PEN,T,FM,C,19000,11,33.870539272115465,train,36.65987780040734,COA KEIBER J,300,118,1320,D,12000,C,FT,300
APPEALING FUTURE,2017-05-06T00:00:00Z,NA,1176,OCASIO LUIS M,SERVIS JOHN C,118,1830,1,PRX,D,FT,AO,47000,7,35.263135357341675,train,33.870539272115465,Other,300,130,1870,T,19000,C,FM,300
APRIL ANTICS,2023-07-26T00:00:00Z,NA,1928,LEZCANO JOSE,KANTARMACI MERTKAN,123,1980,2,SAR,D,FT,A,95000,2,35.45788828576432,train,0,Other,300,0,3000,Other,0,Other,Other,300
APRIL ANTICS,2023-07-03T00:00:00Z,NA,1905,LEZCANO JOSE,KANTARMACI MERTKAN,123,1760,4,BEL,D,FT,A,80000,2,36.25377643504532,train,35.45788828576432,LEZCANO JOSE,300,123,1980,D,95000,A,FT,300
APRIL ANTICS,2023-06-04T00:00:00Z,NA,1876,LEZCANO JOSE,KANTARMACI MERTKAN,126,1760,4,BEL,D,FT,C,39000,2,36.40040444893832,train,36.25377643504532,LEZCANO JOSE,300,123,1760,D,80000,A,FT,300
APRIL ANTICS,2023-04-23T00:00:00Z,NA,1834,MARAGH ROMERO RAMSAY,KANTARMACI MERTKAN,122,1760,2,AQU,D,SY,C,28000,3,36.025217652356645,train,36.40040444893832,LEZCANO JOSE,300,126,1760,D,39000,C,FT,300
